LineId,EventId,Content,EventTemplate
710,E2,Jun 12 04:04:07 combo su(pam_unix)[8486]: session closed for user cyrus,
711,E355,Jun 12 04:04:09 combo cups: cupsd shutdown succeeded,Jun 10 11:31:44 combo nfslock: rpc.statd startup succeeded
712,E2,Jun 12 04:04:15 combo cups: cupsd startup succeeded,
713,E356,Jun 12 04:04:19 combo syslogd 1.4.1: restart.,Jun 10 11:31:44 combo kernel: selinux_register_security:  Registering secondary module capability
714,E2,Jun 12 04:04:19 combo logrotate: ALERT exited abnormally with [1],
715,E357,Jun 12 04:10:11 combo su(pam_unix)[9084]: session opened for user news by (uid=0),Jun 10 11:31:45 combo kernel: Capability LSM initialized
716,E2,Jun 12 04:10:11 combo su(pam_unix)[9084]: session closed for user news,
717,E358,Jun 12 05:21:33 combo sshd(pam_unix)[12286]: session opened for user test by (uid=509),"Jun 10 11:31:45 combo kernel: Dentry cache hash table entries: 16384 (order: 4, 65536 bytes)"
718,E2,Jun 12 05:24:13 combo sshd(pam_unix)[12286]: session closed for user test,
719,E359,Jun 12 14:10:40 combo sshd(pam_unix)[13105]: check pass; user unknown,"Jun 10 11:31:45 combo kernel: Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)"
720,E2,Jun 12 14:10:40 combo sshd(pam_unix)[13107]: check pass; user unknown,
721,E360,Jun 12 14:10:42 combo sshd(pam_unix)[13109]: check pass; user unknown,"Jun 10 11:31:45 combo kernel: Mount-cache hash table entries: 512 (order: 0, 4096 bytes)"
722,E2,Jun 12 14:10:44 combo sshd(pam_unix)[13112]: check pass; user unknown,
723,E361,Jun 12 14:10:44 combo sshd(pam_unix)[13111]: check pass; user unknown,"Jun 10 11:31:45 combo kernel: CPU: L1 I cache: 16K, L1 D cache: 16K"
724,E2,Jun 12 14:10:46 combo sshd(pam_unix)[13115]: check pass; user unknown,
725,E362,Jun 12 14:10:46 combo sshd(pam_unix)[13116]: check pass; user unknown,Jun 10 11:31:45 combo kernel: CPU: L2 cache: 256K
726,E2,Jun 12 14:10:49 combo sshd(pam_unix)[13119]: check pass; user unknown,
727,E363,Jun 12 14:10:50 combo sshd(pam_unix)[13121]: check pass; user unknown,Jun 10 11:31:45 combo kernel: Intel machine check architecture supported.
728,E2,Jun 12 14:10:50 combo sshd(pam_unix)[13122]: check pass; user unknown,
729,E364,Jun 12 14:10:52 combo sshd(pam_unix)[13125]: check pass; user unknown,Jun 10 11:31:45 combo kernel: CPU: Intel Pentium III (Coppermine) stepping 06
730,E2,Jun 12 14:10:52 combo sshd(pam_unix)[13126]: check pass; user unknown,
731,E365,Jun 12 14:10:54 combo sshd(pam_unix)[13129]: check pass; user unknown,Jun 10 11:31:45 combo rpcidmapd: rpc.idmapd startup succeeded
732,E2,Jun 13 02:01:27 combo ftpd[14124]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,
733,E366,Jun 13 02:01:27 combo ftpd[14123]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,Jun 10 11:31:45 combo kernel: Enabling fast FPU save and restore... done.
734,E2,Jun 13 02:01:27 combo ftpd[14122]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,
735,E367,Jun 13 02:01:27 combo ftpd[14125]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,Jun 10 11:31:45 combo kernel: Enabling unmasked SIMD FPU exception support... done.
736,E2,Jun 13 02:01:27 combo ftpd[14119]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,
737,E368,Jun 13 02:01:27 combo ftpd[14120]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,Jun 10 11:31:45 combo kernel: Checking 'hlt' instruction... OK.
738,E2,Jun 13 02:01:27 combo ftpd[14114]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,
739,E369,Jun 13 02:01:27 combo ftpd[14116]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,Jun 10 11:31:45 combo kernel: POSIX conformance testing by UNIFIX
740,E2,Jun 13 02:01:27 combo ftpd[14117]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,
741,E370,Jun 13 02:01:27 combo ftpd[14121]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,Jun 10 11:31:45 combo kernel: NET: Registered protocol family 16
742,E2,Jun 13 02:01:27 combo ftpd[14115]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,
743,E371,Jun 13 02:01:27 combo ftpd[14118]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"Jun 10 11:31:45 combo kernel: PCI: PCI BIOS revision 2.10 entry at 0xfc0ce, last bus=1"
744,E2,Jun 13 02:01:27 combo ftpd[14110]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,
745,E372,Jun 13 02:01:27 combo ftpd[14109]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,Jun 10 11:31:45 combo kernel: PCI: Using configuration type 1
746,E2,Jun 13 02:01:27 combo ftpd[14111]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,
747,E373,Jun 13 02:01:27 combo ftpd[14112]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,Jun 10 11:31:45 combo kernel: ACPI: Subsystem revision 20040326
748,E2,Jun 13 02:01:27 combo ftpd[14113]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,
749,E374,Jun 13 02:01:28 combo ftpd[14126]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,Jun 10 11:31:45 combo kernel: ACPI: Interpreter disabled.
750,E2,Jun 13 02:01:28 combo ftpd[14127]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,
751,E375,Jun 13 02:01:28 combo ftpd[14129]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,Jun 10 11:31:45 combo kernel: Linux Plug and Play Support v0.97 (c) Adam Belay
752,E2,Jun 13 02:01:28 combo ftpd[14128]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,
753,E376,Jun 13 02:01:28 combo ftpd[14131]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,Jun 10 11:31:45 combo kernel: usbcore: registered new driver usbfs
754,E2,Jun 13 02:01:28 combo ftpd[14130]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,
755,E377,Jun 13 04:03:07 combo su(pam_unix)[14659]: session opened for user cyrus by (uid=0),Jun 10 11:31:45 combo random: Initializing random number generator:  succeeded
756,E2,Jun 13 04:03:08 combo su(pam_unix)[14659]: session closed for user cyrus,
757,E378,Jun 13 04:03:09 combo logrotate: ALERT exited abnormally with [1],Jun 10 11:31:45 combo kernel: usbcore: registered new driver hub
758,E2,Jun 13 04:09:20 combo su(pam_unix)[15888]: session opened for user news by (uid=0),
759,E379,Jun 13 04:09:22 combo su(pam_unix)[15888]: session closed for user news,Jun 10 11:31:45 combo kernel: ACPI: ACPI tables contain no PCI IRQ routing entries
760,E2,Jun 13 05:27:11 combo gdm(pam_unix)[2803]: bad username [;;],
761,E380,Jun 13 05:27:12 combo gdm-binary[2803]: Couldn't authenticate user,Jun 10 11:31:45 combo kernel: PCI: Invalid ACPI-PCI IRQ routing table
762,E2,Jun 13 05:27:30 combo gdm(pam_unix)[2803]: bad username [],
763,E381,Jun 13 05:27:31 combo gdm-binary[2803]: Couldn't authenticate user,Jun 10 11:31:45 combo kernel: PCI: Probing PCI hardware
764,E2,Jun 13 09:09:44 combo ftpd[16389]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,
765,E382,Jun 13 09:09:44 combo ftpd[16382]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,Jun 10 11:31:45 combo kernel: PCI: Probing PCI hardware (bus 00)
766,E2,Jun 13 09:09:44 combo ftpd[16383]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,
767,E383,Jun 13 09:09:44 combo ftpd[16377]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,Jun 10 11:31:45 combo rc: Starting pcmcia:  succeeded
768,E2,Jun 13 09:09:44 combo ftpd[16387]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,
769,E384,Jun 13 09:09:44 combo ftpd[16388]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,Jun 10 11:31:45 combo kernel: Transparent bridge - 0000:00:1e.0
770,E2,Jun 13 09:09:44 combo ftpd[16391]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,
771,E385,Jun 13 09:09:44 combo ftpd[16390]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,Jun 10 11:31:45 combo kernel: PCI: Using IRQ router PIIX/ICH [8086/2410] at 0000:00:1f.0
772,E2,Jun 13 09:09:44 combo ftpd[16379]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,
773,E386,Jun 13 09:09:44 combo ftpd[16375]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,Jun 10 11:31:45 combo kernel: apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16ac)
774,E2,Jun 13 09:09:44 combo ftpd[16386]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,
775,E387,Jun 13 09:09:44 combo ftpd[16376]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,Jun 10 11:31:45 combo kernel: audit: initializing netlink socket (disabled)
776,E2,Jun 13 09:09:44 combo ftpd[16374]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,
777,E388,Jun 13 09:09:44 combo ftpd[16373]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,Jun 10 11:31:45 combo kernel: audit(1118403053.397:0): initialized
778,E2,Jun 13 09:09:44 combo ftpd[16372]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,
779,E389,Jun 13 09:09:44 combo ftpd[16371]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,"Jun 10 11:31:45 combo kernel: Total HugeTLB memory allocated, 0"
780,E2,Jun 13 09:09:44 combo ftpd[16370]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,
781,E390,Jun 13 09:09:44 combo ftpd[16384]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,Jun 10 11:31:45 combo kernel: VFS: Disk quotas dquot_6.5.1
782,E2,Jun 13 09:09:44 combo ftpd[16385]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,
783,E391,Jun 13 09:09:44 combo ftpd[16378]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,"Jun 10 11:31:45 combo kernel: Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)"
784,E2,Jun 13 09:09:44 combo ftpd[16380]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,
785,E392,Jun 13 09:09:44 combo ftpd[16392]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,Jun 10 11:31:45 combo kernel: SELinux:  Registering netfilter hooks
786,E2,Jun 13 09:09:44 combo ftpd[16381]: connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,
787,E393,Jun 13 10:18:09 combo sshd(pam_unix)[16509]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,Jun 10 11:31:45 combo kernel: Initializing Cryptographic API
788,E2,Jun 13 10:18:09 combo sshd(pam_unix)[16510]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,
789,E394,Jun 13 10:18:09 combo sshd(pam_unix)[16511]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,Jun 10 11:31:45 combo kernel: pci_hotplug: PCI Hot Plug PCI Core version: 0.5
790,E2,Jun 13 10:18:09 combo sshd(pam_unix)[16514]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,
791,E395,Jun 13 10:18:09 combo sshd(pam_unix)[16518]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,Jun 10 11:31:45 combo kernel: isapnp: Scanning for PnP cards...
792,E2,Jun 13 10:18:09 combo sshd(pam_unix)[16515]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,
793,E396,Jun 13 10:18:09 combo sshd(pam_unix)[16519]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,Jun 10 11:31:41 combo sysctl: kernel.core_uses_pid = 1
794,E2,Jun 13 10:18:09 combo sshd(pam_unix)[16516]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,
795,E397,Jun 13 10:18:09 combo sshd(pam_unix)[16513]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,Jun 10 11:31:46 combo kernel: isapnp: No Plug & Play device found
796,E2,Jun 13 10:18:09 combo sshd(pam_unix)[16517]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,
797,E398,Jun 13 12:49:32 combo ftpd[16730]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,Jun 10 11:31:46 combo hcid[{log_level}]: HCI daemon ver 2.4 started
798,E2,Jun 13 12:49:32 combo ftpd[16736]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,
799,E399,Jun 13 12:49:32 combo ftpd[16734]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,Jun 10 11:31:46 combo bluetooth: hcid startup succeeded
800,E2,Jun 13 12:49:32 combo ftpd[16745]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,
801,E400,Jun 13 12:49:32 combo ftpd[16738]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,Jun 10 11:31:41 combo network: Setting network parameters:  succeeded
802,E2,Jun 13 12:49:32 combo ftpd[16739]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,
803,E401,Jun 13 12:49:32 combo ftpd[16744]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,Jun 10 11:31:46 combo kernel: Real Time Clock Driver v1.12
804,E2,Jun 13 12:49:32 combo ftpd[16732]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,
805,E402,Jun 13 12:49:32 combo ftpd[16740]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,Jun 10 11:31:46 combo bluetooth: sdpd startup succeeded
806,E2,Jun 13 12:49:32 combo ftpd[16731]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,
807,E403,Jun 13 12:49:32 combo ftpd[16735]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,Jun 10 11:31:41 combo network: Bringing up loopback interface:  succeeded
808,E2,Jun 13 12:49:32 combo ftpd[16733]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,
809,E404,Jun 13 12:49:32 combo ftpd[16737]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,Jun 10 11:31:46 combo kernel: Linux agpgart interface v0.100 (c) Dave Jones
810,E2,Jun 13 12:49:32 combo ftpd[16741]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,
811,E405,Jun 13 12:49:32 combo ftpd[16742]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,Jun 10 11:31:46 combo kernel: agpgart: Detected an Intel i810 E Chipset.
812,E2,Jun 13 12:49:32 combo ftpd[16743]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,
813,E406,Jun 13 12:49:32 combo ftpd[16746]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,Jun 10 11:31:46 combo kernel: agpgart: Maximum main memory to use for agp memory: 93M
814,E2,Jun 13 12:49:32 combo ftpd[16747]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,
815,E407,Jun 13 12:49:32 combo ftpd[16748]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,Jun 10 11:31:46 combo kernel: agpgart: detected 4MB dedicated video ram.
816,E2,Jun 13 12:49:32 combo ftpd[16749]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,
817,E408,Jun 13 12:49:32 combo ftpd[16750]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,Jun 10 11:31:46 combo kernel: agpgart: AGP aperture is 64M @ 0xf4000000
818,E2,Jun 13 12:49:32 combo ftpd[16751]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,
819,E409,Jun 13 12:49:32 combo ftpd[16752]: connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,"Jun 10 11:31:46 combo kernel: Serial: 8250/16550 driver $Revision: 1.90 $ 8 ports, IRQ sharing enabled"
820,E2,Jun 13 15:03:36 combo sshd(pam_unix)[16950]: check pass; user unknown,
821,E410,Jun 13 15:03:36 combo sshd(pam_unix)[16949]: check pass; user unknown,Jun 10 11:31:46 combo kernel: RAMDISK driver initialized: 16 RAM disks of 16384K size 1024 blocksize
822,E2,Jun 13 15:03:37 combo sshd(pam_unix)[16954]: check pass; user unknown,
823,E411,Jun 13 15:03:37 combo sshd(pam_unix)[16953]: check pass; user unknown,Jun 10 11:31:46 combo kernel: Uniform Multi-Platform E-IDE driver Revision: 7.00alpha2
824,E2,Jun 13 15:03:38 combo sshd(pam_unix)[16959]: check pass; user unknown,
825,E412,Jun 13 15:03:39 combo sshd(pam_unix)[16960]: check pass; user unknown,Jun 10 11:31:46 combo kernel: ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx
826,E2,Jun 13 15:03:39 combo sshd(pam_unix)[16957]: check pass; user unknown,
827,E413,Jun 13 15:03:40 combo sshd(pam_unix)[16963]: check pass; user unknown,Jun 10 11:31:46 combo kernel: ICH: IDE controller at PCI slot 0000:00:1f.1
828,E2,Jun 13 15:03:41 combo sshd(pam_unix)[16965]: check pass; user unknown,
829,E414,Jun 13 15:03:41 combo sshd(pam_unix)[16966]: check pass; user unknown,Jun 10 11:31:46 combo kernel: ICH: chipset revision 2
830,E2,Jun 13 15:05:15 combo sshd(pam_unix)[16973]: check pass; user unknown,
831,E415,Jun 13 15:05:18 combo sshd(pam_unix)[16975]: check pass; user unknown,"Jun 10 11:31:46 combo kernel:     ide0: BM-DMA at 0xffa0-0xffa7, BIOS settings: hda:DMA, hdb:pio"
832,E2,Jun 13 15:10:30 combo sshd(pam_unix)[16984]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=under-eepc58.kaist.ac.kr  user=root,
833,E416,Jun 13 15:10:30 combo sshd(pam_unix)[16992]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=under-eepc58.kaist.ac.kr  user=root,"Jun 10 11:31:46 combo kernel:     ide1: BM-DMA at 0xffa8-0xffaf, BIOS settings: hdc:DMA, hdd:pio"
834,E2,Jun 13 15:10:30 combo sshd(pam_unix)[16990]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=under-eepc58.kaist.ac.kr  user=root,
835,E417,Jun 13 15:10:30 combo sshd(pam_unix)[16987]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=under-eepc58.kaist.ac.kr  user=root,Jun 10 11:31:46 combo kernel: Using cfq io scheduler
836,E2,Jun 13 15:10:30 combo sshd(pam_unix)[16986]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=under-eepc58.kaist.ac.kr  user=root,
837,E418,Jun 13 15:10:30 combo sshd(pam_unix)[16995]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=under-eepc58.kaist.ac.kr  user=root,Jun 10 11:31:46 combo netfs: Mounting other filesystems:  succeeded
838,E2,Jun 13 15:10:30 combo sshd(pam_unix)[16985]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=under-eepc58.kaist.ac.kr  user=root,
839,E419,Jun 13 15:10:30 combo sshd(pam_unix)[16996]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=under-eepc58.kaist.ac.kr  user=root,"Jun 10 11:31:46 combo kernel: ide0 at 0x1f0-0x1f7,0x3f6 on irq 14"
840,E2,Jun 13 15:10:30 combo sshd(pam_unix)[16989]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=under-eepc58.kaist.ac.kr  user=root,
841,E420,Jun 13 15:10:30 combo sshd(pam_unix)[16997]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=under-eepc58.kaist.ac.kr  user=root,"Jun 10 11:31:47 combo kernel: ide1 at 0x170-0x177,0x376 on irq 15"
842,E2,Jun 13 20:13:11 combo sshd(pam_unix)[17422]: check pass; user unknown,
843,E421,Jun 13 20:13:11 combo sshd(pam_unix)[17432]: check pass; user unknown,Jun 10 11:31:47 combo kernel: hda: max request size: 128KiB
844,E2,Jun 13 20:13:11 combo sshd(pam_unix)[17421]: check pass; user unknown,
845,E422,Jun 13 20:13:11 combo sshd(pam_unix)[17423]: check pass; user unknown,"Jun 10 11:31:47 combo kernel: hda: 29336832 sectors (15020 MB) w/1916KiB Cache, CHS=29104/16/63, UDMA(66)"
846,E2,Jun 13 20:13:11 combo sshd(pam_unix)[17428]: check pass; user unknown,
847,E423,Jun 13 20:13:11 combo sshd(pam_unix)[17420]: check pass; user unknown,Jun 10 11:31:47 combo kernel: Uniform CD-ROM driver Revision: 3.20
848,E2,Jun 13 20:13:11 combo sshd(pam_unix)[17427]: check pass; user unknown,
849,E424,Jun 13 20:13:11 combo sshd(pam_unix)[17431]: check pass; user unknown,Jun 10 11:31:47 combo kernel: ide-floppy driver 0.99.newide
850,E2,Jun 13 20:13:11 combo sshd(pam_unix)[17433]: check pass; user unknown,
851,E425,Jun 13 20:13:11 combo sshd(pam_unix)[17429]: check pass; user unknown,Jun 10 11:31:47 combo kernel: usbcore: registered new driver hiddev
852,E2,Jun 14 02:59:55 combo sshd(pam_unix)[18004]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,
853,E426,Jun 14 02:59:56 combo sshd(pam_unix)[18008]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,"Jun 10 11:31:47 combo apmd[{log_level}]: Version 3.0.2 (APM BIOS 1.2, Linux driver 1.16ac)"
854,E2,Jun 14 02:59:56 combo sshd(pam_unix)[18007]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,
855,E427,Jun 14 02:59:57 combo sshd(pam_unix)[18009]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,Jun 10 11:31:47 combo apmd: apmd startup succeeded
856,E2,Jun 14 03:00:00 combo sshd(pam_unix)[18014]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,
857,E428,Jun 14 03:00:02 combo sshd(pam_unix)[18015]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,Jun 10 11:31:47 combo kernel: usbcore: registered new driver hid
858,E2,Jun 14 03:00:03 combo sshd(pam_unix)[18019]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,
859,E429,Jun 14 03:00:05 combo sshd(pam_unix)[18018]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,Jun 10 11:31:47 combo kernel: mice: PS/2 mouse device common for all mice
860,E2,Jun 14 03:00:06 combo sshd(pam_unix)[18022]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,
861,E430,Jun 14 03:00:10 combo sshd(pam_unix)[18026]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,"Jun 10 11:31:47 combo kernel: serio: i8042 AUX port at 0x60,0x64 irq 12"
862,E2,Jun 14 03:00:12 combo sshd(pam_unix)[18029]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,
863,E431,Jun 14 03:00:13 combo sshd(pam_unix)[18038]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,Jun 10 11:31:47 combo kernel: input: ImPS/2 Logitech Wheel Mouse on isa0060/serio1
864,E2,Jun 14 03:00:15 combo sshd(pam_unix)[18028]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,
865,E432,Jun 14 03:00:15 combo sshd(pam_unix)[18042]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.101.42.106  user=root,"Jun 10 11:31:47 combo kernel: serio: i8042 KBD port at 0x60,0x64 irq 1"
866,E2,Jun 14 04:07:35 combo su(pam_unix)[18485]: session opened for user cyrus by (uid=0),
867,E433,Jun 14 04:07:36 combo su(pam_unix)[18485]: session closed for user cyrus,Jun 10 11:31:47 combo kernel: input: AT Translated Set 2 keyboard on isa0060/serio0
868,E2,Jun 14 04:07:37 combo logrotate: ALERT exited abnormally with [1],
869,E434,Jun 14 04:13:37 combo su(pam_unix)[18858]: session opened for user news by (uid=0),"Jun 10 11:31:47 combo kernel: md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27"
870,E2,Jun 14 04:13:38 combo su(pam_unix)[18858]: session closed for user news,
871,E435,Jun 14 11:56:36 combo sshd(pam_unix)[19594]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.233.12.249  user=root,Jun 10 11:31:47 combo kernel: NET: Registered protocol family 2
