EventId,EventTemplate
E943,Jun 30 22:16:32 combo sshd(pam_unix)[{log_level}]: session closed for user test
E944,Jun 30 22:16:33 combo sshd(pam_unix)[{log_level}]: session closed for user test
E945,Jul  1 00:21:28 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
E946,Jul  1 00:21:30 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
E947,Jul  1 00:21:31 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
E948,Jul  1 00:21:32 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
E949,Jul  1 00:21:35 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
E950,Jul  1 04:05:17 combo su(pam_unix)[{log_level}]: session opened for user cyrus by (uid=0)
E951,Jul  1 04:05:18 combo su(pam_unix)[{log_level}]: session closed for user cyrus
E952,Jul  1 04:05:19 combo logrotate: ALERT exited abnormally with [{log_level}]
E953,Jul  1 04:11:35 combo su(pam_unix)[{log_level}]: session opened for user news by (uid=0)
E954,Jul  1 04:11:36 combo su(pam_unix)[{log_level}]: session closed for user news
E955,Jul  1 05:02:26 combo sshd(pam_unix)[{log_level}]: session opened for user test by (uid=509)
E956,Jul  1 05:02:26 combo sshd(pam_unix)[{log_level}]: session closed for user test
E957,Jul  1 05:02:27 combo sshd(pam_unix)[{log_level}]: session opened for user test by (uid=509)
E958,Jul  1 05:02:27 combo sshd(pam_unix)[{log_level}]: session closed for user test
E959,Jul  1 07:57:30 combo ftpd[{log_level}]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005
E960,Jul  1 09:14:43 combo sshd(pam_unix)[{log_level}]: session opened for user test by (uid=509)
E961,Jul  1 09:14:43 combo sshd(pam_unix)[{log_level}]: session closed for user test
E962,Jul  1 09:14:44 combo sshd(pam_unix)[{log_level}]: session closed for user test
E963,Jul  1 09:14:44 combo sshd(pam_unix)[{log_level}]: session opened for user test by (uid=509)
E964,Jul  1 10:56:41 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
E965,Jul  1 10:56:42 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
E966,Jul  1 10:56:43 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
E967,Jul  1 10:56:44 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
E968,Jul  2 01:41:32 combo sshd(pam_unix)[{log_level}]: session opened for user test by (uid=509)
E969,Jul  2 01:41:32 combo sshd(pam_unix)[{log_level}]: session closed for user test
E970,Jul  2 01:41:33 combo sshd(pam_unix)[{log_level}]: session opened for user test by (uid=509)
E971,Jul  2 01:41:33 combo sshd(pam_unix)[{log_level}]: session closed for user test
E972,Jul  2 04:04:02 combo su(pam_unix)[{log_level}]: session opened for user cyrus by (uid=0)
E973,Jul  2 04:04:02 combo su(pam_unix)[{log_level}]: session closed for user cyrus
E974,Jul  2 04:04:03 combo logrotate: ALERT exited abnormally with [{log_level}]
E975,Jul  2 04:09:53 combo su(pam_unix)[{log_level}]: session opened for user news by (uid=0)
E976,Jul  2 04:09:54 combo su(pam_unix)[{log_level}]: session closed for user news
E977,Jul  2 04:15:33 combo sshd(pam_unix)[{log_level}]: check pass; user unknown
E978,Jul  2 04:15:43 combo sshd(pam_unix)[{log_level}]: check pass; user unknown
E979,Jul  3 04:07:47 combo su(pam_unix)[{log_level}]: session opened for user cyrus by (uid=0)
E980,Jul  3 04:07:48 combo su(pam_unix)[{log_level}]: session closed for user cyrus
E981,Jul  3 04:07:49 combo cups: cupsd shutdown succeeded
E982,Jul  3 04:07:55 combo cups: cupsd startup succeeded
E983,Jul  3 04:08:03 combo syslogd 1.4.1: restart.
E984,Jul  3 04:08:03 combo logrotate: ALERT exited abnormally with [{log_level}]
E985,Jul  3 04:14:00 combo su(pam_unix)[{log_level}]: session opened for user news by (uid=0)
E986,Jul  3 04:14:01 combo su(pam_unix)[{log_level}]: session closed for user news
E987,Jul  3 10:05:25 combo ftpd[{log_level}]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005
E988,Jul  3 23:16:09 combo ftpd[{log_level}]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005
E989,Jul  4 04:03:06 combo su(pam_unix)[{log_level}]: session opened for user cyrus by (uid=0)
E990,Jul  4 04:03:07 combo su(pam_unix)[{log_level}]: session closed for user cyrus
E991,Jul  4 04:03:08 combo logrotate: ALERT exited abnormally with [{log_level}]
E992,Jul  4 04:08:48 combo su(pam_unix)[{log_level}]: session opened for user news by (uid=0)
E993,Jul  4 04:08:49 combo su(pam_unix)[{log_level}]: session closed for user news
E994,Jul  4 09:33:09 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root
E995,Jul  4 09:33:10 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root
E996,Jul  4 09:33:14 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root
E997,Jul  4 12:52:44 combo ftpd[{log_level}]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005
E998,Jul  4 19:15:48 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
E999,Jul  4 19:15:49 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
E1000,Jul  4 19:15:51 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
E1001,Jul  4 19:15:52 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
E1002,Jul  4 19:15:54 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
E1003,Jul  4 19:15:57 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
E1004,Jul  4 19:15:59 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
E1005,Jul  4 19:16:00 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
E1006,Jul  4 19:16:01 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root
E1007,Jul  5 04:03:16 combo su(pam_unix)[{log_level}]: session opened for user cyrus by (uid=0)
E1008,Jul  5 04:03:17 combo su(pam_unix)[{log_level}]: session closed for user cyrus
E1009,Jul  5 04:03:18 combo logrotate: ALERT exited abnormally with [{log_level}]
E1010,Jul  5 04:09:29 combo su(pam_unix)[{log_level}]: session opened for user news by (uid=0)
E1011,Jul  5 04:09:30 combo su(pam_unix)[{log_level}]: session closed for user news
E1012,Jul  5 13:36:28 combo sshd(pam_unix)[{log_level}]: check pass; user unknown
E1013,Jul  5 13:36:33 combo sshd(pam_unix)[{log_level}]: check pass; user unknown
E1014,Jul  5 13:36:36 combo sshd(pam_unix)[{log_level}]: check pass; user unknown
E1015,Jul  5 13:36:37 combo sshd(pam_unix)[{log_level}]: check pass; user unknown
E1016,Jul  5 13:52:21 combo ftpd[{log_level}]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005
E1017,Jul  5 13:52:23 combo ftpd[{log_level}]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005
E1018,Jul  6 02:22:31 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root
E1019,Jul  6 02:22:32 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root
E1020,Jul  6 02:22:33 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root
E1021,Jul  6 04:03:08 combo su(pam_unix)[{log_level}]: session opened for user cyrus by (uid=0)
E1022,Jul  6 04:03:09 combo su(pam_unix)[{log_level}]: session closed for user cyrus
E1023,Jul  6 04:03:10 combo logrotate: ALERT exited abnormally with [{log_level}]
E1024,Jul  6 04:08:43 combo su(pam_unix)[{log_level}]: session opened for user news by (uid=0)
E1025,Jul  6 04:08:44 combo su(pam_unix)[{log_level}]: session closed for user news
E1026,Jul  6 18:00:56 combo ftpd[{log_level}]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005
E1027,Jul  6 18:00:57 combo ftpd[{log_level}]: connection from 211.72.151.162 () at Wed Jul  6 18:00:57 2005
E1028,Jul  7 04:04:31 combo su(pam_unix)[{log_level}]: session opened for user cyrus by (uid=0)
E1029,Jul  7 04:04:32 combo su(pam_unix)[{log_level}]: session closed for user cyrus
E1030,Jul  7 04:04:33 combo logrotate: ALERT exited abnormally with [{log_level}]
E1031,Jul  7 04:10:44 combo su(pam_unix)[{log_level}]: session opened for user news by (uid=0)
E1032,Jul  7 04:10:45 combo su(pam_unix)[{log_level}]: session closed for user news
E1033,Jul  7 07:18:12 combo sshd(pam_unix)[{log_level}]: session opened for user test by (uid=509)
E1034,Jul  7 07:18:12 combo sshd(pam_unix)[{log_level}]: session closed for user test
E1035,Jul  7 07:18:13 combo sshd(pam_unix)[{log_level}]: session opened for user test by (uid=509)
E1036,Jul  7 07:18:13 combo sshd(pam_unix)[{log_level}]: session closed for user test
E1037,Jul  7 07:18:14 combo sshd(pam_unix)[{log_level}]: session closed for user test
E1038,Jul  7 08:06:12 combo gpm[{log_level}]: *** info [mice.c(1766)]:
E1039,Jul  7 08:06:12 combo gpm[{log_level}]: imps2: Auto-detected intellimouse PS/2
E1040,Jul  7 08:06:15 combo login(pam_unix)[{log_level}]: session opened for user root by LOGIN(uid=0)
E1041,Jul  7 08:09:10 combo login(pam_unix)[{log_level}]: session closed for user root
E1042,Jul  7 08:09:11 combo udev[{log_level}]: removing device node '/udev/vcsa2'
E1043,Jul  7 08:09:11 combo udev[{log_level}]: removing device node '/udev/vcs2'
E1044,Jul  7 08:09:11 combo udev[{log_level}]: creating device node '/udev/vcs2'
E1045,Jul  7 08:09:11 combo udev[{log_level}]: creating device node '/udev/vcsa2'
E1046,Jul  7 14:18:55 combo sshd(pam_unix)[{log_level}]: check pass; user unknown
E1047,Jul  7 14:18:57 combo sshd(pam_unix)[{log_level}]: check pass; user unknown
E1048,Jul  7 14:18:58 combo sshd(pam_unix)[{log_level}]: check pass; user unknown
E1049,Jul  7 14:18:59 combo sshd(pam_unix)[{log_level}]: check pass; user unknown
E1050,Jul  7 16:33:52 combo ftpd[{log_level}]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005
E1051,Jul  7 23:09:45 combo ftpd[{log_level}]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005
E1052,Jul  7 23:09:47 combo ftpd[{log_level}]: connection from 221.4.102.93 () at Thu Jul  7 23:09:47 2005
E1053,Jul  7 23:09:50 combo ftpd[{log_level}]: connection from 221.4.102.93 () at Thu Jul  7 23:09:50 2005
E1054,Jul  8 04:04:19 combo su(pam_unix)[{log_level}]: session opened for user cyrus by (uid=0)
E1055,Jul  8 04:04:19 combo su(pam_unix)[{log_level}]: session closed for user cyrus
E1056,Jul  8 04:04:20 combo logrotate: ALERT exited abnormally with [{log_level}]
E1057,Jul  8 04:12:07 combo su(pam_unix)[{log_level}]: session opened for user news by (uid=0)
E1058,Jul  8 04:12:08 combo su(pam_unix)[{log_level}]: session closed for user news
E1059,Jul  8 20:14:55 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test
E1060,Jul  8 20:14:56 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test
E1061,Jul  9 04:04:23 combo su(pam_unix)[{log_level}]: session opened for user cyrus by (uid=0)
E1062,Jul  9 04:04:24 combo su(pam_unix)[{log_level}]: session closed for user cyrus
E1063,Jul  9 04:04:25 combo logrotate: ALERT exited abnormally with [{log_level}]
E1064,Jul  9 04:10:11 combo su(pam_unix)[{log_level}]: session opened for user news by (uid=0)
E1065,Jul  9 04:10:12 combo su(pam_unix)[{log_level}]: session closed for user news
E1066,Jul  9 11:35:59 combo ftpd[{log_level}]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
E1067,Jul  9 12:16:49 combo ftpd[{log_level}]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
E1068,Jul  9 12:16:51 combo ftpd[{log_level}]: connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005
E1069,Jul  9 12:16:52 combo ftpd[{log_level}]: connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005
E1070,Jul  9 12:59:44 combo ftpd[{log_level}]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
E1071,Jul  9 12:59:45 combo ftpd[{log_level}]: connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005
E1072,Jul  9 19:34:06 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
E1073,Jul  9 19:34:07 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
E1074,Jul  9 19:34:09 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
E1075,Jul  9 19:34:10 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
E1076,Jul  9 19:34:12 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
E1077,Jul  9 19:34:13 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
E1078,Jul  9 19:34:14 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
E1079,Jul  9 22:53:19 combo ftpd[{log_level}]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005
E1080,Jul  9 22:53:22 combo ftpd[{log_level}]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
E1081,Jul 10 03:55:15 combo ftpd[{log_level}]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
E1082,Jul 10 04:04:31 combo su(pam_unix)[{log_level}]: session opened for user cyrus by (uid=0)
E1083,Jul 10 04:04:32 combo su(pam_unix)[{log_level}]: session closed for user cyrus
E1084,Jul 10 04:04:33 combo cups: cupsd shutdown succeeded
E1085,Jul 10 04:04:39 combo cups: cupsd startup succeeded
E1086,Jul 10 04:04:46 combo syslogd 1.4.1: restart.
E1087,Jul 10 04:04:46 combo logrotate: ALERT exited abnormally with [{log_level}]
E1088,Jul 10 04:10:47 combo su(pam_unix)[{log_level}]: session opened for user news by (uid=0)
E1089,Jul 10 04:10:47 combo su(pam_unix)[{log_level}]: session closed for user news
E1090,Jul 10 07:24:24 combo ftpd[{log_level}]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
E1091,Jul 10 07:24:34 combo ftpd[{log_level}]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
E1092,Jul 10 13:17:22 combo ftpd[{log_level}]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
E1093,Jul 10 16:01:43 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1094,Jul 10 16:01:44 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1095,Jul 10 16:01:45 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1096,Jul 10 16:01:46 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1097,Jul 10 16:01:47 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1098,Jul 10 16:01:48 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1099,Jul 10 16:01:49 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1100,Jul 10 16:01:56 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1101,Jul 10 16:01:57 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1102,Jul 10 16:01:58 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1103,Jul 10 16:01:59 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1104,Jul 10 16:02:01 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1105,Jul 10 16:02:02 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1106,Jul 10 16:02:08 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1107,Jul 10 16:02:09 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1108,Jul 10 16:02:10 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1109,Jul 10 16:02:12 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1110,Jul 10 16:02:13 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1111,Jul 10 16:02:14 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1112,Jul 10 16:02:21 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1113,Jul 10 16:02:23 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1114,Jul 10 16:02:24 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1115,Jul 10 16:02:25 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1116,Jul 10 16:02:26 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1117,Jul 10 16:02:27 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1118,Jul 10 16:02:33 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1119,Jul 10 16:02:34 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1120,Jul 10 16:02:35 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1121,Jul 10 16:02:36 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1122,Jul 10 16:02:37 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1123,Jul 10 16:02:39 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1124,Jul 10 16:02:40 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1125,Jul 10 16:02:45 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1126,Jul 10 16:02:46 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1127,Jul 10 16:02:47 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1128,Jul 10 16:02:49 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1129,Jul 10 16:02:50 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1130,Jul 10 16:02:52 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1131,Jul 10 16:02:53 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1132,Jul 10 16:02:57 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1133,Jul 10 16:02:58 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1134,Jul 10 16:03:00 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1135,Jul 10 16:03:01 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1136,Jul 10 16:03:03 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1137,Jul 10 16:03:05 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1138,Jul 10 16:03:10 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1139,Jul 10 16:03:11 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1140,Jul 10 16:03:12 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1141,Jul 10 16:03:13 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1142,Jul 10 16:03:16 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1143,Jul 10 16:03:18 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
E1144,Jul 10 16:33:01 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
E1145,Jul 10 16:33:02 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
E1146,Jul 10 16:33:03 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
E1147,Jul 10 16:33:04 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
E1148,Jul 10 16:33:05 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
E1149,Jul 11 03:46:14 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
E1150,Jul 11 03:46:15 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
E1151,Jul 11 03:46:16 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
E1152,Jul 11 03:46:17 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
E1153,Jul 11 03:46:19 combo sshd(pam_unix)[{log_level}]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
E1154,Jul 11 04:03:03 combo su(pam_unix)[{log_level}]: session opened for user cyrus by (uid=0)
E1155,Jul 11 04:03:04 combo su(pam_unix)[{log_level}]: session closed for user cyrus
E1156,Jul 11 04:03:05 combo logrotate: ALERT exited abnormally with [{log_level}]
E1157,Jul 11 04:08:37 combo su(pam_unix)[{log_level}]: session opened for user news by (uid=0)
E1158,Jul 11 04:08:38 combo su(pam_unix)[{log_level}]: session closed for user news
E1159,Jul 11 11:33:13 combo gdm(pam_unix)[{log_level}]: check pass; user unknown
E1160,Jul 11 11:33:17 combo gdm-binary[{log_level}]: Couldn't authenticate user
